County,WeekStartDate,ProbableCases,ConfirmedCases,TotalCases,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,dtm_updated
Grant County,44087,1,158,159,22,65,37,29,3,3,0,2021/05/10 12:56:27
Grant County,44094,0,128,128,22,45,29,21,9,2,0,2021/05/10 12:56:27
Grant County,44101,0,79,79,4,27,23,14,10,1,0,2021/05/10 12:56:27
Grant County,44108,0,120,120,16,31,21,26,22,4,0,2021/05/10 12:56:27
Grant County,44115,2,99,101,17,24,18,21,18,3,0,2021/05/10 12:56:27
Grant County,44122,0,56,56,9,16,16,8,6,1,0,2021/05/10 12:56:27
Grant County,44129,6,74,80,9,26,20,15,4,6,0,2021/05/10 12:56:27
Grant County,44136,32,134,166,37,40,59,24,5,1,0,2021/05/10 12:56:27
Grant County,44143,39,243,282,57,96,53,60,11,5,0,2021/05/10 12:56:27
Grant County,44150,72,278,350,65,110,83,78,13,1,0,2021/05/10 12:56:27
Grant County,44157,58,151,209,31,65,48,37,25,3,0,2021/05/10 12:56:27
Grant County,44164,85,284,369,79,135,82,56,15,2,0,2021/05/10 12:56:27
Grant County,44171,208,228,436,88,134,99,78,28,7,2,2021/05/10 12:56:27
Grant County,44178,143,250,393,93,115,86,58,36,5,0,2021/05/10 12:56:27
Grant County,44185,113,134,247,45,72,57,48,25,0,0,2021/05/10 12:56:27
Grant County,44192,113,166,279,50,79,73,45,28,4,0,2021/05/10 12:56:27
Grant County,44199,131,207,338,75,93,89,49,25,7,0,2021/05/10 12:56:27
Grant County,44206,142,152,294,79,88,60,41,19,7,0,2021/05/10 12:56:27
Grant County,44213,111,126,237,51,59,68,36,17,6,0,2021/05/10 12:56:27
Grant County,44220,93,92,185,42,47,48,35,11,2,0,2021/05/10 12:56:27
Grant County,44227,75,107,182,44,46,46,32,12,2,0,2021/05/10 12:56:27
Grant County,44234,82,71,153,50,40,34,23,6,0,0,2021/05/10 12:56:27
Grant County,44241,59,65,124,33,35,23,28,4,1,0,2021/05/10 12:56:27
Grant County,44248,38,41,79,29,15,14,14,7,0,0,2021/05/10 12:56:27
Grant County,44255,36,34,70,13,19,19,16,3,0,0,2021/05/10 12:56:27
Grant County,44262,42,48,90,19,31,26,14,0,0,0,2021/05/10 12:56:27
Grant County,44269,54,46,100,23,34,22,15,4,2,0,2021/05/10 12:56:27
Grant County,44276,44,40,84,22,30,20,10,2,0,0,2021/05/10 12:56:27
Grant County,44283,40,35,75,15,26,17,13,3,1,0,2021/05/10 12:56:27
Grant County,44290,46,36,82,20,25,19,12,5,1,0,2021/05/10 12:56:27
Grant County,44297,68,68,136,29,46,30,21,9,1,0,2021/05/10 12:56:27
Grant County,44304,63,89,152,32,34,39,28,16,3,0,2021/05/10 12:56:27
Grant County,44311,66,70,136,24,40,22,34,13,3,0,2021/05/10 12:56:27
Grant County,44318,58,84,142,40,41,21,29,8,3,0,2021/05/10 12:56:27
Grays Harbor County,43863,1,0,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Grays Harbor County,43877,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Grays Harbor County,43898,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Grays Harbor County,43905,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Grays Harbor County,43912,0,1,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Grays Harbor County,43919,0,4,4,0,1,0,3,0,0,0,2021/05/10 12:56:27
Grays Harbor County,43926,0,5,5,0,0,1,0,4,0,0,2021/05/10 12:56:27
Grays Harbor County,43947,0,1,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Grays Harbor County,43954,0,1,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Grays Harbor County,43961,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Grays Harbor County,43968,0,1,1,1,0,0,0,0,0,0,2021/05/10 12:56:27
Grays Harbor County,43975,0,2,2,0,2,0,0,0,0,0,2021/05/10 12:56:27
Grays Harbor County,43982,0,1,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Grays Harbor County,43989,0,2,2,0,0,1,1,0,0,0,2021/05/10 12:56:27
Grays Harbor County,43996,0,5,5,0,2,1,1,1,0,0,2021/05/10 12:56:27
Grays Harbor County,44003,0,4,4,1,1,0,2,0,0,0,2021/05/10 12:56:27
Grays Harbor County,44010,0,16,16,4,9,2,0,1,0,0,2021/05/10 12:56:27
Grays Harbor County,44017,0,9,9,1,1,3,3,1,0,0,2021/05/10 12:56:27
Grays Harbor County,44024,0,11,11,0,5,4,1,0,1,0,2021/05/10 12:56:27
Grays Harbor County,44031,1,22,23,1,4,6,9,2,1,0,2021/05/10 12:56:27
Grays Harbor County,44038,0,16,16,1,12,1,1,0,1,0,2021/05/10 12:56:27
Grays Harbor County,44045,0,19,19,2,5,3,0,5,4,0,2021/05/10 12:56:27
Grays Harbor County,44052,6,26,32,6,11,9,4,1,1,0,2021/05/10 12:56:27
Grays Harbor County,44059,2,69,71,6,21,27,13,3,1,0,2021/05/10 12:56:27
Grays Harbor County,44066,3,30,33,8,6,8,5,6,0,0,2021/05/10 12:56:27
Grays Harbor County,44073,5,57,62,9,13,20,12,3,5,0,2021/05/10 12:56:27
Grays Harbor County,44080,5,67,72,23,17,13,9,2,8,0,2021/05/10 12:56:27
Grays Harbor County,44087,1,82,83,16,20,16,14,11,6,0,2021/05/10 12:56:27
Grays Harbor County,44094,5,55,60,14,24,10,8,4,0,0,2021/05/10 12:56:27
Grays Harbor County,44101,4,46,50,15,12,9,13,1,0,0,2021/05/10 12:56:27
Grays Harbor County,44108,2,48,50,7,8,18,9,6,2,0,2021/05/10 12:56:27
Grays Harbor County,44115,2,49,51,14,6,11,9,9,2,0,2021/05/10 12:56:27
Grays Harbor County,44122,6,58,64,13,12,11,17,9,2,0,2021/05/10 12:56:27
Grays Harbor County,44129,4,31,35,8,3,9,5,9,1,0,2021/05/10 12:56:27
Grays Harbor County,44136,5,72,77,8,10,15,30,14,0,0,2021/05/10 12:56:27
Grays Harbor County,44143,12,68,80,9,22,16,18,13,2,0,2021/05/10 12:56:27
Grays Harbor County,44150,13,91,104,22,29,24,21,4,3,1,2021/05/10 12:56:27
Grays Harbor County,44157,4,69,73,9,16,23,16,5,4,0,2021/05/10 12:56:27
Grays Harbor County,44164,0,270,270,13,53,65,60,26,5,48,2021/05/10 12:56:27
Grays Harbor County,44171,6,237,243,28,51,74,60,28,2,0,2021/05/10 12:56:27
Grays Harbor County,44178,4,537,541,33,127,201,149,30,1,0,2021/05/10 12:56:27
Grays Harbor County,44185,2,202,204,25,55,69,38,15,1,1,2021/05/10 12:56:27
Grays Harbor County,44192,11,188,199,19,56,55,44,21,4,0,2021/05/10 12:56:27
Grays Harbor County,44199,12,174,186,24,42,56,40,21,3,0,2021/05/10 12:56:27
Grays Harbor County,44206,9,104,113,19,24,32,23,13,2,0,2021/05/10 12:56:27
Grays Harbor County,44213,5,127,132,18,35,34,35,7,3,0,2021/05/10 12:56:27
Grays Harbor County,44220,1,117,118,7,31,40,30,8,2,0,2021/05/10 12:56:27
Grays Harbor County,44227,7,69,76,8,13,25,15,9,6,0,2021/05/10 12:56:27
Grays Harbor County,44234,2,54,56,7,10,19,14,3,3,0,2021/05/10 12:56:27
Grays Harbor County,44241,5,50,55,5,13,17,14,5,1,0,2021/05/10 12:56:27
Grays Harbor County,44248,4,45,49,3,13,11,15,6,1,0,2021/05/10 12:56:27
Grays Harbor County,44255,5,47,52,8,17,8,8,6,4,1,2021/05/10 12:56:27
Grays Harbor County,44262,4,35,39,11,12,13,3,0,0,0,2021/05/10 12:56:27
Grays Harbor County,44269,6,40,46,10,13,11,6,5,1,0,2021/05/10 12:56:27
Grays Harbor County,44276,4,36,40,2,20,6,7,5,0,0,2021/05/10 12:56:27
Grays Harbor County,44283,4,22,26,6,4,7,6,2,1,0,2021/05/10 12:56:27
Grays Harbor County,44290,4,44,48,7,18,12,4,3,4,0,2021/05/10 12:56:27
Grays Harbor County,44297,13,60,73,12,24,19,4,6,8,0,2021/05/10 12:56:27
Grays Harbor County,44304,7,58,65,10,21,15,9,8,2,0,2021/05/10 12:56:27
Grays Harbor County,44311,16,70,86,17,29,20,9,10,1,0,2021/05/10 12:56:27
Grays Harbor County,44318,13,84,97,19,26,18,23,7,3,1,2021/05/10 12:56:27
Island County,43898,0,18,18,0,3,3,8,3,1,0,2021/05/10 12:56:27
Island County,43905,0,25,25,0,3,3,7,7,5,0,2021/05/10 12:56:27
Island County,43912,0,81,81,2,13,12,14,15,25,0,2021/05/10 12:56:27
Island County,43919,0,33,33,1,5,5,12,8,2,0,2021/05/10 12:56:27
Island County,43926,0,7,7,0,1,0,5,0,1,0,2021/05/10 12:56:27
Island County,43933,0,5,5,0,1,1,2,0,1,0,2021/05/10 12:56:27
Island County,43947,0,4,4,0,0,0,2,0,2,0,2021/05/10 12:56:27
Island County,43954,0,7,7,0,2,2,2,1,0,0,2021/05/10 12:56:27
Island County,43961,0,1,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Island County,43968,0,2,2,0,1,0,0,1,0,0,2021/05/10 12:56:27
Island County,43975,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Island County,43996,0,8,8,1,3,3,0,1,0,0,2021/05/10 12:56:27
Island County,44003,0,3,3,0,1,0,1,1,0,0,2021/05/10 12:56:27
Island County,44010,0,5,5,0,0,2,1,2,0,0,2021/05/10 12:56:27
Island County,44017,0,8,8,2,1,2,2,0,1,0,2021/05/10 12:56:27
Island County,44024,0,12,12,1,7,2,0,1,1,0,2021/05/10 12:56:27
Island County,44031,0,17,17,4,4,2,6,0,1,0,2021/05/10 12:56:27
Island County,44038,0,7,7,1,3,1,0,2,0,0,2021/05/10 12:56:27
Island County,44045,0,5,5,1,3,0,0,0,1,0,2021/05/10 12:56:27
Island County,44052,0,6,6,1,1,1,2,1,0,0,2021/05/10 12:56:27
Island County,44059,0,12,12,3,5,3,0,1,0,0,2021/05/10 12:56:27
Island County,44066,0,5,5,1,2,1,0,1,0,0,2021/05/10 12:56:27
Island County,44073,0,2,2,0,0,1,0,0,1,0,2021/05/10 12:56:27
Island County,44080,0,12,12,2,5,2,2,1,0,0,2021/05/10 12:56:27
Island County,44087,0,10,10,2,3,2,1,1,1,0,2021/05/10 12:56:27
Island County,44094,3,18,21,1,5,6,6,2,1,0,2021/05/10 12:56:27
Island County,44101,0,9,9,2,6,1,0,0,0,0,2021/05/10 12:56:27
Island County,44108,0,26,26,2,10,6,4,3,1,0,2021/05/10 12:56:27
Island County,44115,0,16,16,4,6,3,1,2,0,0,2021/05/10 12:56:27
Island County,44122,6,28,34,7,5,8,8,5,1,0,2021/05/10 12:56:27
Island County,44129,0,24,24,4,7,2,9,2,0,0,2021/05/10 12:56:27
Island County,44136,0,36,36,6,15,4,6,3,2,0,2021/05/10 12:56:27
Island County,44143,3,70,73,12,34,12,11,3,1,0,2021/05/10 12:56:27
Island County,44150,2,89,91,12,32,12,15,13,7,0,2021/05/10 12:56:27
Island County,44157,2,59,61,8,17,10,13,3,10,0,2021/05/10 12:56:27
Island County,44164,3,80,83,7,31,14,12,9,10,0,2021/05/10 12:56:27
Island County,44171,0,54,54,9,19,15,8,2,1,0,2021/05/10 12:56:27
Island County,44178,0,47,47,3,25,9,4,5,1,0,2021/05/10 12:56:27
Island County,44185,1,33,34,0,18,3,8,4,1,0,2021/05/10 12:56:27
Island County,44192,1,73,74,8,26,9,16,8,7,0,2021/05/10 12:56:27
Island County,44199,3,84,87,10,33,10,20,10,4,0,2021/05/10 12:56:27
Island County,44206,0,44,44,8,18,8,5,5,0,0,2021/05/10 12:56:27
Island County,44213,1,57,58,6,23,10,5,12,2,0,2021/05/10 12:56:27
Island County,44220,3,36,39,3,17,5,10,2,2,0,2021/05/10 12:56:27
Island County,44227,7,42,49,8,18,11,9,3,0,0,2021/05/10 12:56:27
Island County,44234,5,18,23,2,4,4,8,5,0,0,2021/05/10 12:56:27
Island County,44241,4,10,14,1,4,2,6,0,1,0,2021/05/10 12:56:27
Island County,44248,15,14,29,5,11,8,3,1,1,0,2021/05/10 12:56:27
Island County,44255,6,64,70,9,49,11,0,1,0,0,2021/05/10 12:56:27
Island County,44262,7,33,40,6,10,8,7,7,2,0,2021/05/10 12:56:27
Island County,44269,6,17,23,5,1,10,7,0,0,0,2021/05/10 12:56:27
Island County,44276,5,13,18,3,7,1,5,2,0,0,2021/05/10 12:56:27
Island County,44283,5,13,18,5,6,4,3,0,0,0,2021/05/10 12:56:27
Island County,44290,9,26,35,5,11,6,7,4,2,0,2021/05/10 12:56:27
Island County,44297,14,21,35,6,16,6,5,2,0,0,2021/05/10 12:56:27
Island County,44304,23,36,59,11,21,11,11,5,0,0,2021/05/10 12:56:27
Island County,44311,17,36,53,8,20,13,8,4,0,0,2021/05/10 12:56:27
Island County,44318,21,20,41,8,14,8,6,3,2,0,2021/05/10 12:56:27
Jefferson County,43891,0,1,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Jefferson County,43898,0,6,6,0,1,1,1,3,0,0,2021/05/10 12:56:27
Jefferson County,43905,0,8,8,0,3,3,1,1,0,0,2021/05/10 12:56:27
Jefferson County,43912,0,8,8,0,1,2,3,2,0,0,2021/05/10 12:56:27
Jefferson County,43919,0,5,5,0,0,0,3,1,1,0,2021/05/10 12:56:27
Jefferson County,43926,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Jefferson County,43954,0,1,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Jefferson County,43975,0,1,1,1,0,0,0,0,0,0,2021/05/10 12:56:27
Jefferson County,43989,0,1,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Jefferson County,43996,0,1,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Jefferson County,44003,0,5,5,1,0,2,0,2,0,0,2021/05/10 12:56:27
Jefferson County,44010,0,3,3,0,2,0,0,1,0,0,2021/05/10 12:56:27
Jefferson County,44017,0,3,3,0,0,1,2,0,0,0,2021/05/10 12:56:27
Jefferson County,44024,0,6,6,4,1,0,0,1,0,0,2021/05/10 12:56:27
Jefferson County,44038,0,3,3,0,0,0,2,1,0,0,2021/05/10 12:56:27
Jefferson County,44045,0,2,2,1,0,0,0,1,0,0,2021/05/10 12:56:27
Jefferson County,44052,0,6,6,0,0,1,2,1,2,0,2021/05/10 12:56:27
Jefferson County,44059,0,6,6,2,2,1,0,1,0,0,2021/05/10 12:56:27
Jefferson County,44066,0,3,3,0,0,0,2,1,0,0,2021/05/10 12:56:27
Jefferson County,44080,0,1,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Jefferson County,44101,0,3,3,0,1,0,1,1,0,0,2021/05/10 12:56:27
Jefferson County,44108,0,5,5,0,0,1,2,2,0,0,2021/05/10 12:56:27
Jefferson County,44115,0,2,2,0,1,0,1,0,0,0,2021/05/10 12:56:27
Jefferson County,44122,0,5,5,0,0,1,3,1,0,0,2021/05/10 12:56:27
Jefferson County,44129,0,3,3,1,0,1,0,0,1,0,2021/05/10 12:56:27
Jefferson County,44136,0,9,9,4,0,4,1,0,0,0,2021/05/10 12:56:27
Jefferson County,44143,0,23,23,2,3,6,5,6,1,0,2021/05/10 12:56:27
Jefferson County,44150,0,27,27,2,2,4,7,8,4,0,2021/05/10 12:56:27
Jefferson County,44157,0,17,17,2,5,3,5,2,0,0,2021/05/10 12:56:27
Jefferson County,44164,0,21,21,6,5,4,3,1,2,0,2021/05/10 12:56:27
Jefferson County,44171,0,10,10,3,2,2,3,0,0,0,2021/05/10 12:56:27
Jefferson County,44178,0,9,9,1,2,1,1,2,2,0,2021/05/10 12:56:27
Jefferson County,44185,1,11,12,5,1,2,2,2,0,0,2021/05/10 12:56:27
Jefferson County,44192,0,18,18,1,3,2,3,7,2,0,2021/05/10 12:56:27
Jefferson County,44199,0,22,22,4,3,2,11,1,1,0,2021/05/10 12:56:27
Jefferson County,44206,1,17,18,3,4,6,2,3,0,0,2021/05/10 12:56:27
Jefferson County,44213,0,8,8,1,4,3,0,0,0,0,2021/05/10 12:56:27
Jefferson County,44220,0,26,26,15,2,4,1,4,0,0,2021/05/10 12:56:27
Jefferson County,44227,0,13,13,1,10,0,2,0,0,0,2021/05/10 12:56:27
Jefferson County,44234,0,7,7,2,0,1,4,0,0,0,2021/05/10 12:56:27
Jefferson County,44241,0,2,2,0,0,0,1,0,1,0,2021/05/10 12:56:27
Jefferson County,44248,0,5,5,1,2,1,0,1,0,0,2021/05/10 12:56:27
Jefferson County,44262,0,1,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Jefferson County,44269,0,7,7,4,2,0,1,0,0,0,2021/05/10 12:56:27
Jefferson County,44283,1,7,8,1,2,1,4,0,0,0,2021/05/10 12:56:27
Jefferson County,44290,0,10,10,2,4,4,0,0,0,0,2021/05/10 12:56:27
Jefferson County,44297,0,14,14,3,0,4,7,0,0,0,2021/05/10 12:56:27
Jefferson County,44304,0,8,8,0,2,1,4,1,0,0,2021/05/10 12:56:27
Jefferson County,44311,1,11,12,0,4,3,3,1,1,0,2021/05/10 12:56:27
Jefferson County,44318,0,9,9,3,1,1,2,2,0,0,2021/05/10 12:56:27
King County,43877,0,2,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
King County,43884,0,30,30,2,2,6,8,8,4,0,2021/05/10 12:56:27
King County,43891,0,156,156,0,14,21,30,40,51,0,2021/05/10 12:56:27
King County,43898,0,506,506,12,74,100,103,131,86,0,2021/05/10 12:56:27
King County,43905,0,814,814,8,166,189,216,141,94,0,2021/05/10 12:56:27
King County,43912,0,1122,1122,13,231,283,313,164,118,0,2021/05/10 12:56:27
King County,43919,0,1214,1214,46,259,272,332,189,115,1,2021/05/10 12:56:27
King County,43926,0,939,939,27,195,221,263,133,99,1,2021/05/10 12:56:27
King County,43933,0,778,778,41,167,200,208,94,68,0,2021/05/10 12:56:27
King County,43940,0,654,654,30,173,147,168,82,54,0,2021/05/10 12:56:27
King County,43947,0,644,644,40,172,159,154,68,51,0,2021/05/10 12:56:27
King County,43954,0,512,512,48,139,152,93,41,39,0,2021/05/10 12:56:27
King County,43961,0,446,446,54,118,109,87,49,29,0,2021/05/10 12:56:27
King County,43968,0,338,338,46,89,88,63,27,25,0,2021/05/10 12:56:27
King County,43975,0,338,338,38,98,98,60,20,24,0,2021/05/10 12:56:27
King County,43982,0,292,292,47,89,75,54,16,10,1,2021/05/10 12:56:27
King County,43989,0,336,336,36,133,60,42,39,26,0,2021/05/10 12:56:27
King County,43996,0,493,493,66,181,129,77,22,18,0,2021/05/10 12:56:27
King County,44003,0,888,888,153,376,192,109,36,22,0,2021/05/10 12:56:27
King County,44010,0,1158,1158,230,541,182,141,42,22,0,2021/05/10 12:56:27
King County,44017,3,1186,1189,193,480,254,175,68,18,1,2021/05/10 12:56:27
King County,44024,28,1214,1242,191,459,297,202,63,29,1,2021/05/10 12:56:27
King County,44031,19,1152,1171,179,413,262,222,73,22,0,2021/05/10 12:56:27
King County,44038,31,1061,1092,203,331,250,167,91,47,3,2021/05/10 12:56:27
King County,44045,11,990,1001,229,277,230,172,68,25,0,2021/05/10 12:56:27
King County,44052,23,1005,1028,186,301,268,172,67,34,0,2021/05/10 12:56:27
King County,44059,22,791,813,149,252,199,126,67,20,0,2021/05/10 12:56:27
King County,44066,18,804,822,175,253,185,142,54,13,0,2021/05/10 12:56:27
King County,44073,24,660,684,125,244,149,103,43,20,0,2021/05/10 12:56:27
King County,44080,7,576,583,131,186,129,90,36,11,0,2021/05/10 12:56:27
King County,44087,7,555,562,91,206,123,106,24,12,0,2021/05/10 12:56:27
King County,44094,5,680,685,100,235,174,125,38,13,0,2021/05/10 12:56:27
King County,44101,17,1040,1057,258,327,220,162,69,21,0,2021/05/10 12:56:27
King County,44108,20,1058,1078,219,337,270,150,65,18,19,2021/05/10 12:56:27
King County,44115,21,1046,1067,199,352,283,161,60,12,0,2021/05/10 12:56:27
King County,44122,23,1367,1390,216,486,345,218,92,33,0,2021/05/10 12:56:27
King County,44129,36,1975,2011,362,737,490,290,107,25,0,2021/05/10 12:56:27
King County,44136,43,3123,3166,532,1147,761,519,167,38,2,2021/05/10 12:56:27
King County,44143,54,4361,4415,720,1522,1120,685,277,91,0,2021/05/10 12:56:27
King County,44150,57,5202,5259,830,1761,1369,867,317,114,1,2021/05/10 12:56:27
King County,44157,27,4494,4521,688,1479,1131,815,292,114,2,2021/05/10 12:56:27
King County,44164,56,5100,5156,850,1588,1242,902,395,178,1,2021/05/10 12:56:27
King County,44171,101,4497,4598,728,1460,1095,791,360,161,3,2021/05/10 12:56:27
King County,44178,119,3821,3940,562,1213,958,725,319,155,8,2021/05/10 12:56:27
King County,44185,106,2906,3012,464,890,700,590,259,108,1,2021/05/10 12:56:27
King County,44192,114,3794,3908,627,1231,957,694,275,122,2,2021/05/10 12:56:27
King County,44199,201,4194,4395,698,1527,1060,702,280,126,2,2021/05/10 12:56:27
King County,44206,73,2915,2988,500,934,702,527,226,99,0,2021/05/10 12:56:27
King County,44213,92,2349,2441,422,796,562,429,149,82,1,2021/05/10 12:56:27
King County,44220,134,1980,2114,372,577,523,397,175,68,2,2021/05/10 12:56:27
King County,44227,177,1693,1870,375,544,450,332,131,38,0,2021/05/10 12:56:27
King County,44234,99,1199,1298,248,389,276,234,114,37,0,2021/05/10 12:56:27
King County,44241,104,996,1100,171,368,267,199,82,12,1,2021/05/10 12:56:27
King County,44248,100,992,1092,201,350,284,177,64,13,3,2021/05/10 12:56:27
King County,44255,143,952,1095,219,365,268,178,47,18,0,2021/05/10 12:56:27
King County,44262,148,1097,1245,283,368,318,196,64,14,2,2021/05/10 12:56:27
King County,44269,152,1327,1479,302,485,374,241,63,14,0,2021/05/10 12:56:27
King County,44276,240,1956,2196,480,795,504,322,76,18,1,2021/05/10 12:56:27
King County,44283,263,2002,2265,492,798,537,353,69,16,0,2021/05/10 12:56:27
King County,44290,296,2053,2349,499,871,560,334,62,23,0,2021/05/10 12:56:27
King County,44297,336,2487,2823,606,1007,706,412,68,20,4,2021/05/10 12:56:27
King County,44304,294,2515,2809,629,956,732,392,77,22,1,2021/05/10 12:56:27
King County,44311,186,2513,2699,680,895,655,377,73,19,0,2021/05/10 12:56:27
King County,44318,169,1884,2053,555,654,501,275,49,19,0,2021/05/10 12:56:27
King County,44325,0,2,2,0,1,0,1,0,0,0,2021/05/10 12:56:27
Kitsap County,43891,0,1,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Kitsap County,43898,0,10,10,0,1,4,4,1,0,0,2021/05/10 12:56:27
Kitsap County,43905,0,21,21,1,6,4,7,3,0,0,2021/05/10 12:56:27
Kitsap County,43912,0,44,44,3,6,13,16,4,2,0,2021/05/10 12:56:27
Kitsap County,43919,0,49,49,1,14,10,12,9,3,0,2021/05/10 12:56:27
Kitsap County,43926,0,8,8,0,3,1,4,0,0,0,2021/05/10 12:56:27
Kitsap County,43933,0,9,9,1,2,2,1,2,1,0,2021/05/10 12:56:27
Kitsap County,43940,0,8,8,0,3,3,2,0,0,0,2021/05/10 12:56:27
Kitsap County,43947,0,2,2,1,1,0,0,0,0,0,2021/05/10 12:56:27
Kitsap County,43954,0,3,3,0,0,0,3,0,0,0,2021/05/10 12:56:27
Kitsap County,43961,0,4,4,0,3,0,1,0,0,0,2021/05/10 12:56:27
Kitsap County,43968,0,2,2,0,1,0,1,0,0,0,2021/05/10 12:56:27
Kitsap County,43975,0,1,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Kitsap County,43982,0,9,9,0,3,4,1,1,0,0,2021/05/10 12:56:27
Kitsap County,43989,0,14,14,4,2,3,2,2,1,0,2021/05/10 12:56:27
Kitsap County,43996,0,12,12,0,6,1,5,0,0,0,2021/05/10 12:56:27
Kitsap County,44003,0,43,43,6,15,8,8,3,3,0,2021/05/10 12:56:27
Kitsap County,44010,0,43,43,6,11,10,8,5,3,0,2021/05/10 12:56:27
Kitsap County,44017,0,68,68,9,25,14,13,5,2,0,2021/05/10 12:56:27
Kitsap County,44024,0,116,116,23,49,25,10,8,1,0,2021/05/10 12:56:27
Kitsap County,44031,0,122,122,22,53,20,16,6,4,1,2021/05/10 12:56:27
Kitsap County,44038,0,120,120,22,38,27,22,11,0,0,2021/05/10 12:56:27
Kitsap County,44045,0,73,73,6,29,18,10,10,0,0,2021/05/10 12:56:27
Kitsap County,44052,0,77,77,14,29,15,9,8,2,0,2021/05/10 12:56:27
Kitsap County,44059,0,101,101,8,25,33,21,10,4,0,2021/05/10 12:56:27
Kitsap County,44066,1,65,66,4,17,17,19,8,1,0,2021/05/10 12:56:27
Kitsap County,44073,0,47,47,7,17,8,9,6,0,0,2021/05/10 12:56:27
Kitsap County,44080,0,53,53,7,13,14,8,4,7,0,2021/05/10 12:56:27
Kitsap County,44087,0,28,28,7,7,5,3,2,4,0,2021/05/10 12:56:27
Kitsap County,44094,1,81,82,11,16,21,23,7,4,0,2021/05/10 12:56:27
Kitsap County,44101,2,95,97,11,26,18,25,11,6,0,2021/05/10 12:56:27
Kitsap County,44108,0,61,61,12,19,8,9,11,2,0,2021/05/10 12:56:27
Kitsap County,44115,1,63,64,10,14,15,17,5,3,0,2021/05/10 12:56:27
Kitsap County,44122,3,65,68,11,18,20,11,6,2,0,2021/05/10 12:56:27
Kitsap County,44129,4,150,154,44,33,23,35,17,2,0,2021/05/10 12:56:27
Kitsap County,44136,3,222,225,36,59,48,43,33,6,0,2021/05/10 12:56:27
Kitsap County,44143,12,228,240,35,79,49,42,26,9,0,2021/05/10 12:56:27
Kitsap County,44150,1,276,277,36,85,62,57,25,12,0,2021/05/10 12:56:27
Kitsap County,44157,11,267,278,52,72,55,64,22,13,0,2021/05/10 12:56:27
Kitsap County,44164,27,367,394,78,122,75,81,33,5,0,2021/05/10 12:56:27
Kitsap County,44171,21,271,292,59,102,67,46,14,4,0,2021/05/10 12:56:27
Kitsap County,44178,11,273,284,41,72,69,55,34,13,0,2021/05/10 12:56:27
Kitsap County,44185,8,258,266,28,65,49,60,46,18,0,2021/05/10 12:56:27
Kitsap County,44192,11,297,308,36,91,72,61,33,14,1,2021/05/10 12:56:27
Kitsap County,44199,14,389,403,53,116,75,70,48,41,0,2021/05/10 12:56:27
Kitsap County,44206,6,259,265,31,78,53,58,29,16,0,2021/05/10 12:56:27
Kitsap County,44213,9,237,246,31,77,40,40,26,32,0,2021/05/10 12:56:27
Kitsap County,44220,15,164,179,38,60,27,23,23,7,1,2021/05/10 12:56:27
Kitsap County,44227,47,175,222,45,70,31,48,20,8,0,2021/05/10 12:56:27
Kitsap County,44234,27,79,106,25,27,17,21,11,5,0,2021/05/10 12:56:27
Kitsap County,44241,36,75,111,26,27,28,19,6,5,0,2021/05/10 12:56:27
Kitsap County,44248,29,53,82,12,29,20,13,7,1,0,2021/05/10 12:56:27
Kitsap County,44255,28,81,109,18,32,19,27,11,2,0,2021/05/10 12:56:27
Kitsap County,44262,31,79,110,23,30,26,16,14,1,0,2021/05/10 12:56:27
Kitsap County,44269,28,93,121,25,30,26,30,9,1,0,2021/05/10 12:56:27
Kitsap County,44276,37,141,178,26,45,47,48,10,2,0,2021/05/10 12:56:27
Kitsap County,44283,50,194,244,35,82,52,54,19,2,0,2021/05/10 12:56:27
Kitsap County,44290,47,180,227,50,88,31,44,13,1,0,2021/05/10 12:56:27
Kitsap County,44297,57,266,323,64,117,66,49,18,9,0,2021/05/10 12:56:27
Kitsap County,44304,58,264,322,54,96,74,73,18,4,3,2021/05/10 12:56:27
Kitsap County,44311,39,210,249,56,90,52,36,12,3,0,2021/05/10 12:56:27
Kitsap County,44318,48,168,216,63,60,49,33,10,1,0,2021/05/10 12:56:27
